,date,title,summary
749,15 January 2009,The Next Billions: Unleashing Business Potential in Untapped Markets,This report outlines business strategies for effectively engaging the BOP across all industry sectors.
750,12 January 2009,Technology Pioneers 2010 - Embracing Disruption: Redesigning the Future," Entrepreneurship, innovation and
technology have always played a key role in shaping and improving society. This
proves to be even more the case during times of crisis, similar to the on..."
751,1 January 2009,The Bubble is Close to Bursting,"Water is the nexus linking together a web of food, energy, climate, economic growth and human security; the world simply cannot manage water in the future in the same way as in the past o..."
752,1 January 2009,The Global Economic Impact of Private Equity Report 2009: Globalization of Alternative Investments Working Papers Vol. 2,"This second volume of Working Papers on the Globalization of Alternative Investments is being launched in conjunction with our Annual Meeting 2009 in Davos-Klosters, where
a key track of ..."
753,20 November 2008,India Economic Summit 2008,"At the outset of the Summit, the impact of the global financial crisis had experts correcting growth forecasts for 2008-2009 to less than 8% as the current account deficit widened and exp..."
754,15 November 2008,Summit on the Global Agenda 2008,"The world’s finest minds including Nobel Prize laureates, industry captains and thought-leaders met in Dubai to share ideas and insights that will assist policy-makers to address the most..."
755,1 November 2008,World Economic Forum on Europe and Central Asia 2008,"Under the theme \""Confronting Challenges in Defining a Collaborative Future\"", the first World Economic Forum on Europe and Central Asia was both timely and relevant in the wake of the gl..."
756,23 October 2008,Europe@Risk 2008,"This report examines the global risks most pertinent to Europe, Russia, Eastern Europe, Turkey and Central Asia relating to four areas: economic slowdown, energy security, demographic shi..."
757,30 September 2008,Annual Meeting of the New Champions 2008,"Nearly 1,200 leaders from more than 80 countries discussed the impact of the unfolding crisis as well as the next wave of growth that would be necessary for the recovery of the global eco..."
758,23 September 2008,The Future of Pensions and Healthcare in a Rapidly Ageing World: Scenarios to 2030,One of the most eminent challenges facing the world today is the ageing of our societies. The United Nations (2007) predicts that by 2050 the number of people aged 60 and older in develop...
759,9 July 2008,The Global Information Technology Report 2008-2009,"Information and communication technologies (ICT) is increasingly moving to the core of national competitiveness strategies around the world, thanks to its revolutionary power as a critica..."
760,23 June 2008,Business Solutions for Sustainable Food Production,
761,20 June 2008,World Economic Forum on East Asia 2008,“Responding to New Uncertainties” was the theme of the 17th World Economic Forum on East Asia.
762,18 June 2008,Global Growth@Risk 2008,
763,9 June 2008,World Economic Forum on Africa 2008,"\""Capitalizing on Opportunity\"" was the theme of the 2008 World Economic Forum on Africa, focusing on the power of leadership to bridge the gap between
the region’s challenges and opportu..."
764,30 May 2008,Africa@Risk 2008,Africa@Risk 2008
765,20 May 2008,World Economic Forum on the Middle East 2008,This year’s meeting addressed current issues while refocusing attention on long-term trends and opportunities that lie ahead.
766,18 May 2008,The GCC Countries and the World: Scenarios to 2025,"Three scenarios address the question of how GCC countries can use their wealth to expand in affluence, while overcoming the internal and external pressures that could shift them from the ..."
767,15 April 2008,World Economic Forum on Latin America 2008,"The meeting took place as the world focused with perplexity and concern on the global financial turbulence and its potential risks and serious implications for the world
economy."
768,4 March 2008,The Global Competitiveness Report 2008-2009,"This year’s Global Competitiveness Report is being released at a time of multiple shocks to the global economy. The subprime mortgage crisis and the ensuing credit crunch, combined with r..."
769,30 January 2008,World Economic Forum Annual Meeting 2008,Participants in the World Economic Forum Annual Meeting 2008 convened in Davos at a time of great anxiety in the world.
770,15 January 2008,The Business Role in Achieving a Green Revolution for Africa,This report outlines the Business Alliance Against Chronic Hunger’s work in Kenya and its implications for the role of business in bringing about a Green Revolution for Africa.
